,Boat,Trip Details,Dock Totals,Date
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",35 Anglers1/2 Day AM,"85 Calico Bass, 5 Rockfish",2020-07-07
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",30 Anglers1/2 Day PM,150 Calico Bass,2020-07-07
3,"Pacifica  Seaforth Sportfishing  San Diego, CA",25 Anglers1.5 Day,12 Bluefin Tuna,2020-07-07
4,"San Diego  Seaforth Sportfishing  San Diego, CA",30 AnglersFull Day,"5 Bluefin Tuna, 3 Yellowtail, 3 Yellowfin Tuna",2020-07-07
5,"Tribute  Seaforth Sportfishing  San Diego, CA",20 AnglersOvernight,"2 Bluefin Tuna, 1 Yellowtail",2020-07-07
0,"Dolphin  Fisherman's Landing  San Diego, CA",31 Anglers1/2 Day AM,81 Rockfish,2020-07-08
1,"Dolphin  Fisherman's Landing  San Diego, CA",36 Anglers1/2 Day PM,"9 Sheephead, 106 Calico Bass",2020-07-08
2,"Liberty  Fisherman's Landing  San Diego, CA",24 AnglersFull Day,"1 Bluefin Tuna, 3 Barracuda, 4 Sheephead, 1 Yellowtail, 68 Calico Bass, 1 Bonito, 4 Rockfish",2020-07-08
3,"Tomahawk  Fisherman's Landing  San Diego, CA",21 AnglersOvernight,"1 Bluefin Tuna, 1 Yellowtail",2020-07-08
0,"Grande  H&M Landing  San Diego, CA",20 AnglersFull DayOffshore,"13 Bluefin Tuna, 3 Bonito",2020-07-08
1,"Old Glory  H&M Landing  San Diego, CA",12 AnglersOvernightOffshore,"5 Bluefin Tuna, 4 Yellowtail, 2 Bonito",2020-07-08
2,"Premier  H&M Landing  San Diego, CA",32 Anglers1/2 Day AMLocal,"3 Barracuda, 72 Calico Bass",2020-07-08
3,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day PMLocal,"123 Calico Bass, 1 Rockfish",2020-07-08
4,"Producer  H&M Landing  San Diego, CA",14 AnglersOvernightOffshore,11 Yellowtail,2020-07-08
5,"Vendetta  H&M Landing  San Diego, CA",6 AnglersFull DayOffshore,"20 Barracuda, 3 Yellowtail, 30 Calico Bass",2020-07-08
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",22 Anglers1/2 Day AM,"10 Sand Bass, 1 Halibut, 3 Sculpin, 1 Whitefish, 4 Treefish, 70 Sand Bass Released, 6 Sculpin Released",2020-07-08
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",19 Anglers1/2 Day AM,"3 Sand Bass, 5 Sheephead, 33 Calico Bass, 1 Sargo, 100 Calico Bass Released",2020-07-08
0,"Mission Belle  Point Loma Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"1 Sheephead, 70 Calico Bass",2020-07-08
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",23 Anglers1/2 Day PM,77 Calico Bass,2020-07-08
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",24 Anglers1.5 Day,26 Bluefin Tuna (up to 200 pounds),2020-07-08
3,"Point Loma  Point Loma Sportfishing  San Diego, CA",8 Anglers3/4 Day,"40 Calico Bass, 1 Lingcod, 37 Rockfish",2020-07-08
0,"Apollo  Seaforth Sportfishing  San Diego, CA",10 Anglers1.5 Day,6 Bluefin Tuna,2020-07-08
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 Anglers1/2 Day AM,"15 Calico Bass, 11 Rockfish, 6 Vermilion Rockfish",2020-07-08
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",34 Anglers1/2 Day AM,130 Calico Bass,2020-07-08
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",36 Anglers1/2 Day PM,"83 Calico Bass, 15 Rockfish",2020-07-08
4,"Pacifica  Seaforth Sportfishing  San Diego, CA",15 AnglersOvernight,3 Bluefin Tuna,2020-07-08
5,"San Diego  Seaforth Sportfishing  San Diego, CA",30 AnglersFull Day,"1 Dorado, 14 Bonito, 16 Yellowfin Tuna",2020-07-08
6,"Sea Watch  Seaforth Sportfishing  San Diego, CA",7 Anglers1/2 Day PM,35 Calico Bass,2020-07-08
0,"Bight 28 (SD)  Fisherman's Landing  San Diego, CA",1 AnglersFull Day,2 Bluefin Tuna,2020-07-09
1,"Dolphin  Fisherman's Landing  San Diego, CA",36 Anglers1/2 Day AM,"1 Barracuda, 5 Sheephead, 49 Calico Bass, 9 Rockfish, 100 Calico Bass Released",2020-07-09
2,"Dolphin  Fisherman's Landing  San Diego, CA",33 Anglers1/2 Day PM,"1 Barracuda, 2 Sheephead, 81 Calico Bass, 7 Rockfish, 100 Calico Bass Released",2020-07-09
3,"Liberty  Fisherman's Landing  San Diego, CA",36 AnglersFull Day,"51 Bluefin Tuna, 9 Yellowfin Tuna",2020-07-09
4,"Pacific Queen  Fisherman's Landing  San Diego, CA",34 Anglers1.5 Day,15 Bluefin Tuna,2020-07-09
0,"Fisherman III  H&M Landing  San Diego, CA",24 AnglersFull DayLocal,"3 Bocaccio, 1 Barracuda, 96 Calico Bass, 44 Rockfish",2020-07-09
1,"Grande  H&M Landing  San Diego, CA",20 AnglersFull DayOffshore,"40 Bluefin Tuna, 1 Bonito, 6 Yellowfin Tuna",2020-07-09
2,"Malihini  H&M Landing  San Diego, CA",23 Anglers1/2 Day PMLocal,"40 Calico Bass, 60 Calico Bass Released",2020-07-09
3,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day AMLocal,"4 Barracuda, 96 Calico Bass, 1 Rockfish",2020-07-09
4,"Premier  H&M Landing  San Diego, CA",33 Anglers1/2 Day PMLocal,"2 Barracuda, 70 Calico Bass, 2 Rockfish",2020-07-09
5,"Relentless  H&M Landing  San Diego, CA",9 Anglers1.5 DayOffshore,"2 Bluefin Tuna, 5 Yellowtail, 1 Yellowfin Tuna",2020-07-09
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",11 Anglers3/4 Day,"1 Sand Bass, 5 Bocaccio, 12 Rockfish, 6 Sanddab, 6 Sand Bass Released",2020-07-09
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 Day,"12 Sand Bass, 1 Sheephead, 28 Calico Bass, 40 Mackerel, 22 Rockfish, 20 Sand Bass Released, 60 Calico Bass Released",2020-07-09
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",21 Anglers1/2 Day AM,"2 Sand Bass, 1 Sheephead, 1 Triggerfish, 46 Calico Bass, 130 Calico Bass Released",2020-07-09
0,"Mission Belle  Point Loma Sportfishing  San Diego, CA",17 AnglersFull Day,"23 Bluefin Tuna (up to 60 pounds), 2 Bonito, 2 Yellowfin Tuna",2020-07-09
1,"Point Loma  Point Loma Sportfishing  San Diego, CA",14 Anglers3/4 Day,"8 Sculpin, 1 Sheephead, 70 Calico Bass, 58 Rockfish",2020-07-09
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",6 Anglers1/2 Day AM,"30 Calico Bass, 14 Rockfish",2020-07-09
1,"New Seaforth  Seaforth Sportfishing  San Diego, CA",31 Anglers1/2 Day AM,89 Calico Bass,2020-07-09
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",38 Anglers1/2 Day PM,"1 Barracuda, 132 Calico Bass",2020-07-09
3,"San Diego  Seaforth Sportfishing  San Diego, CA",29 AnglersFull Day,"57 Bluefin Tuna, 14 Yellowfin Tuna",2020-07-09
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",15 Anglers1/2 Day AM,64 Calico Bass,2020-07-09
5,"Tribute  Seaforth Sportfishing  San Diego, CA",15 AnglersOvernight,"21 Bluefin Tuna, 13 Yellowtail, 2 Yellowfin Tuna",2020-07-09
0,"Condor  Fisherman's Landing  San Diego, CA",26 Anglers1.5 Day,1 Bluefin Tuna,2020-07-10
1,"Dolphin  Fisherman's Landing  San Diego, CA",30 Anglers1/2 Day AM,"35 Barracuda, 1 Sheephead, 40 Calico Bass, 6 Rockfish, 1 White Seabass, 100 Calico Bass Released",2020-07-10
2,"Dolphin  Fisherman's Landing  San Diego, CA",34 Anglers1/2 Day PM,"6 Sand Bass, 4 Sheephead, 71 Calico Bass, 100 Calico Bass Released",2020-07-10
3,"Liberty  Fisherman's Landing  San Diego, CA",16 AnglersFull Day,32 Bluefin Tuna,2020-07-10
4,"Outrider  Fisherman's Landing  San Diego, CA",11 AnglersOvernight,"22 Bluefin Tuna (up to 40 pounds), 8 Yellowtail (up to 20 pounds)",2020-07-10
5,"Pacific Queen  Fisherman's Landing  San Diego, CA",34 AnglersOvernight,"38 Bluefin Tuna, 6 Yellowtail, 2 Yellowfin Tuna",2020-07-10
6,"Pegasus  Fisherman's Landing  San Diego, CA",13 Anglers1.5 Day,5 Bluefin Tuna (up to 140 pounds),2020-07-10
7,"Tomahawk  Fisherman's Landing  San Diego, CA",21 AnglersExtended 1.5 Day,"1 Bluefin Tuna, 9 Yellowtail",2020-07-10
0,"Constitution  H&M Landing  San Diego, CA",13 AnglersFull Day,"10 Bluefin Tuna, 3 Bonito, 3 Yellowfin Tuna",2020-07-10
1,"Grande  H&M Landing  San Diego, CA",35 AnglersFull DayOffshore,"19 Bluefin Tuna, 7 Yellowtail, 7 Yellowfin Tuna",2020-07-10
2,"Legend  H&M Landing  San Diego, CA",21 AnglersFull DayOffshore,"10 Bluefin Tuna, 3 Yellowfin Tuna",2020-07-10
3,"Malihini  H&M Landing  San Diego, CA",10 Anglers1/2 Day AMLocal,"1 Sand Bass, 6 Calico Bass, 4 Rockfish, 1 White Seabass, 35 Calico Bass Released",2020-07-10
4,"Ocean Odyssey  H&M Landing  San Diego, CA",29 Anglers1.5 DayOffshore,14 Bluefin Tuna (up to 144 pounds),2020-07-10
5,"Premier  H&M Landing  San Diego, CA",34 Anglers1/2 Day AM,"1 Sculpin, 63 Calico Bass, 7 Rockfish",2020-07-10
6,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day PMLocal,57 Calico Bass,2020-07-10
7,"Producer  H&M Landing  San Diego, CA",20 AnglersOvernightOffshore,"20 Bluefin Tuna, 6 Yellowtail, 1 Dorado, 1 Bonito",2020-07-10
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",34 Anglers1/2 Day AM,"1 Sand Bass, 9 Calico Bass, 17 Bonito, 5 Sand Bass Released, 107 Barracuda Released, 2 Black Seabass Released, 49 Calico Bass Released",2020-07-10
1,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",21 Anglers3/4 Day,"2 Sand Bass, 12 Bocaccio, 1 Sheephead, 4 Whitefish, 18 Rockfish, 81 Red Rockfish, 32 Sand Bass Released, 5 Rockfish Released",2020-07-10
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",20 Anglers1/2 Day AM,"18 Sheephead, 26 Calico Bass, 1 Opaleye, 2 Rockfish, 1 White Croaker, 110 Calico Bass Released",2020-07-10
1,"Pronto  Oceanside Sea Center  Oceanside, CA",9 Anglers3/4 Day,"6 Sand Bass, 5 Sheephead, 12 Calico Bass, 2 Whitefish, 51 Rockfish",2020-07-10
2,"Sea Star  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AM,"1 Sand Bass, 1 Sheephead, 16 Calico Bass, 2 Whitefish, 4 Sculpin Released, 88 Calico Bass Released, 2 Rockfish Released",2020-07-10
0,"Mission Belle  Point Loma Sportfishing  San Diego, CA",24 AnglersFull DayOffshore,"36 Bluefin Tuna (up to 45 pounds), 1 Yellowtail, 2 Yellowfin Tuna",2020-07-10
1,"Point Loma  Point Loma Sportfishing  San Diego, CA",18 Anglers1/2 Day AM,"1 Sheephead, 90 Calico Bass, 1 Rockfish, 1 White Seabass",2020-07-10
2,"Point Loma  Point Loma Sportfishing  San Diego, CA",18 Anglers1/2 Day PM,"1 Barred Sand Bass, 1 Sheephead, 53 Calico Bass",2020-07-10
0,"Apollo  Seaforth Sportfishing  San Diego, CA",21 AnglersOvernight,"42 Bluefin Tuna, 1 Yellowtail, 1 Yellowfin Tuna",2020-07-10
1,"Aztec  Seaforth Sportfishing  San Diego, CA",21 Anglers1.5 Day,4 Bluefin Tuna,2020-07-10
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",37 Anglers1/2 Day AM,130 Calico Bass,2020-07-10
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",36 Anglers1/2 Day PM,55 Calico Bass,2020-07-10
4,"Pacifica  Seaforth Sportfishing  San Diego, CA",25 Anglers2 Day,"66 Bluefin Tuna, 1 Yellowtail, 1 Yellowfin Tuna",2020-07-10
5,"Pride  Seaforth Sportfishing  San Diego, CA",12 Anglers1.75 Day,"4 Bluefin Tuna, 7 Yellowtail, 3 Yellowfin Tuna",2020-07-10
6,"San Diego  Seaforth Sportfishing  San Diego, CA",30 AnglersFull Day,"60 Bluefin Tuna, 12 Yellowfin Tuna",2020-07-10
7,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 AnglersFull Day,"80 Calico Bass, 80 Whitefish",2020-07-10
8,"Tribute  Seaforth Sportfishing  San Diego, CA",17 AnglersOvernight,"29 Bluefin Tuna, 4 Yellowtail, 6 Yellowfin Tuna",2020-07-10
9,"Voyager  Seaforth Sportfishing  San Diego, CA",11 AnglersOvernight,"15 Bluefin Tuna, 9 Yellowtail, 3 Yellowfin Tuna",2020-07-10
0,"Condor  Fisherman's Landing  San Diego, CA",24 AnglersOvernight,"32 Bluefin Tuna, 1 Yellowtail, 2 Yellowfin Tuna",2020-07-11
1,"Dolphin  Fisherman's Landing  San Diego, CA",38 Anglers1/2 Day AM,"14 Calico Bass, 60 Rockfish, 100 Calico Bass Released",2020-07-11
2,"Dolphin  Fisherman's Landing  San Diego, CA",36 Anglers1/2 Day PM,"31 Calico Bass, 71 Calico Bass Released",2020-07-11
3,"Liberty  Fisherman's Landing  San Diego, CA",36 AnglersFull Day,"7 Bluefin Tuna, 31 Bonito",2020-07-11
4,"Pacific Queen  Fisherman's Landing  San Diego, CA",9 AnglersOvernight,18 Bluefin Tuna,2020-07-11
0,"Alicia  H&M Landing  San Diego, CA",11 AnglersFull Day,"5 Bluefin Tuna, 1 Yellowtail, 4 Bonito, 1 Yellowfin Tuna",2020-07-11
1,"Constitution  H&M Landing  San Diego, CA",25 Anglers1.5 DayOffshore,21 Bluefin Tuna,2020-07-11
2,"Daiwa Pacific  H&M Landing  San Diego, CA",17 Anglers1/2 Day PM,,2020-07-11
3,"Easter B  H&M Landing  San Diego, CA",6 AnglersFull Day,"1 Bluefin Tuna, 1 Yellowtail, 1 Bonito",2020-07-11
4,"Fisherman III  H&M Landing  San Diego, CA",24 Anglers3/4 DayLocal,"1 Sculpin, 76 Calico Bass, 15 Pacific Mackerel, 12 Rockfish",2020-07-11
5,"Grande  H&M Landing  San Diego, CA",35 AnglersFull Day,"3 Yellowtail, 16 Bonito, 2 Yellowfin Tuna",2020-07-11
6,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers3/4 Day,"2 Barracuda, 45 Calico Bass, 20 Rockfish, 160 Calico Bass Released",2020-07-11
7,"Legend  H&M Landing  San Diego, CA",30 AnglersFull Day,"3 Bluefin Tuna, 1 Dorado",2020-07-11
8,"Malihini  H&M Landing  San Diego, CA",28 AnglersFull DayLocal,2 Yellowtail,2020-07-11
9,"Mustang  H&M Landing  San Diego, CA",25 AnglersOvernightOffshore,29 Bluefin Tuna,2020-07-11
10,"Ocean Odyssey  H&M Landing  San Diego, CA",30 AnglersOvernightOffshore,"31 Bluefin Tuna, 1 Yellowtail, 2 Yellowfin Tuna",2020-07-11
11,"Old Glory  H&M Landing  San Diego, CA",30 AnglersOvernightOffshore,"43 Bluefin Tuna, 33 Yellowtail, 1 Yellowfin Tuna",2020-07-11
12,"Poseidon  H&M Landing  San Diego, CA",19 Anglers1.75 DayOffshore,17 Bluefin Tuna (up to 230 pounds),2020-07-11
13,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day AMLocal,"6 Barracuda, 40 Calico Bass",2020-07-11
14,"Premier  H&M Landing  San Diego, CA",32 Anglers1/2 Day TwilightLocal,"1 Sculpin, 48 Calico Bass, 4 Rockfish",2020-07-11
15,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day PM,"31 Calico Bass, 1 Rockfish",2020-07-11
16,"Producer  H&M Landing  San Diego, CA",25 AnglersOvernightOffshore,"29 Bluefin Tuna, 10 Yellowtail",2020-07-11
17,"Relentless  H&M Landing  San Diego, CA",18 Anglers1.5 DayOffshore,"19 Bluefin Tuna, 3 Yellowtail",2020-07-11
18,"Sea Adventure 80  H&M Landing  San Diego, CA",27 Anglers1.5 DayOffshore,"29 Bluefin Tuna, 10 Yellowtail, 4 Yellowfin Tuna",2020-07-11
19,"Top Gun 80  H&M Landing  San Diego, CA",17 Anglers1.5 DayOffshore,"34 Bluefin Tuna, 6 Yellowtail, 1 Dorado",2020-07-11
20,"Vendetta  H&M Landing  San Diego, CA",12 AnglersFull Day,"14 Bluefin Tuna, 3 Bonito",2020-07-11
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",22 Anglers3/4 Day,"11 Bocaccio, 11 Whitefish, 121 Rockfish, 2 Sanddab, 56 Red Rockfish",2020-07-11
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",16 Anglers3/4 Day,"12 Sand Bass, 6 Bocaccio, 1 Sheephead, 15 Calico Bass, 2 Whitefish, 70 Rockfish, 15 Sand Bass Released, 60 Calico Bass Released",2020-07-11
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",15 Anglers1/2 Day AM,"20 Calico Bass, 200 Calico Bass Released",2020-07-11
2,"Chubasco II  Oceanside Sea Center  Oceanside, CA",18 Anglers1/2 Day PM,"5 Sheephead, 20 Calico Bass, 100 Calico Bass Released",2020-07-11
3,"Sea Star  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 Day,"1 Sand Bass, 2 Sculpin, 2 Sheephead, 12 Calico Bass, 1 Whitefish, 5 Rockfish, 3 Sand Bass Released, 2 Barracuda Released, 5 Sculpin Released, 1 Sheephead Released, 115 Calico Bass Released, 5 Rockfish Released",2020-07-11
0,"El Capitan  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,33 Calico Bass,2020-07-11
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day PM,52 Calico Bass,2020-07-11
2,"Mission Belle  Point Loma Sportfishing  San Diego, CA",24 AnglersFull DayOffshore,"4 Bluefin Tuna, 3 Yellowtail, 21 Bonito",2020-07-11
3,"Point Loma  Point Loma Sportfishing  San Diego, CA",14 Anglers3/4 Day,"7 Sculpin, 70 Calico Bass, 32 Whitefish, 28 Rockfish",2020-07-11
4,"Sauerfish  Point Loma Sportfishing  San Diego, CA",6 AnglersOvernight,4 Bluefin Tuna,2020-07-11
0,"Apollo  Seaforth Sportfishing  San Diego, CA",20 AnglersOvernight,"40 Bluefin Tuna, 2 Yellowtail, 1 Yellowfin Tuna",2020-07-11
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",5 AnglersFull Day,"7 Bluefin Tuna, 7 Bonito, 4 Yellowfin Tuna",2020-07-11
2,"New Seaforth  Seaforth Sportfishing  San Diego, CA",37 Anglers1/2 Day AM,71 Calico Bass,2020-07-11
3,"New Seaforth  Seaforth Sportfishing  San Diego, CA",37 Anglers1/2 Day PM,"47 Calico Bass, 150 Calico Bass Released",2020-07-11
4,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",16 Anglers3 Day,"46 Bluefin Tuna, 160 Yellowtail, 2 Dorado, 32 Yellowfin Tuna",2020-07-11
5,"Pride  Seaforth Sportfishing  San Diego, CA",18 AnglersOvernight,"36 Bluefin Tuna, 12 Yellowtail, 1 Dorado",2020-07-11
6,"San Diego  Seaforth Sportfishing  San Diego, CA",30 AnglersFull Day,"2 Bluefin Tuna, 8 Bonito",2020-07-11
7,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"1 Sheephead, 49 Calico Bass",2020-07-11
8,"Sea Watch  Seaforth Sportfishing  San Diego, CA",27 Anglers1/2 Day PM,"31 Calico Bass, 1 White Seabass",2020-07-11
9,"Tribute  Seaforth Sportfishing  San Diego, CA",30 AnglersOvernight,"26 Bluefin Tuna, 1 Yellowtail",2020-07-11
10,"Voyager  Seaforth Sportfishing  San Diego, CA",18 AnglersFull Day,"12 Barracuda, 6 Yellowtail, 90 Calico Bass, 21 Rockfish",2020-07-11
0,"Condor  Fisherman's Landing  San Diego, CA",15 AnglersOvernight,"34 Bluefin Tuna, 5 Yellowtail, 1 Yellowfin Tuna",2020-07-12
1,"Dolphin  Fisherman's Landing  San Diego, CA",41 Anglers1/2 Day AM,"13 Calico Bass, 23 Rockfish, 75 Calico Bass Released",2020-07-12
2,"Dolphin  Fisherman's Landing  San Diego, CA",39 Anglers1/2 Day PM,"7 Sheephead, 41 Calico Bass, 100 Calico Bass Released",2020-07-12
3,"Intrigue  Fisherman's Landing  San Diego, CA",6 AnglersFull Day,"4 Bluefin Tuna, 1 Yellowfin Tuna",2020-07-12
4,"Islander  Fisherman's Landing  San Diego, CA",21 Anglers1.5 Day,"42 Bluefin Tuna, 15 Yellowtail, 14 Yellowfin Tuna",2020-07-12
5,"Liberty  Fisherman's Landing  San Diego, CA",36 AnglersFull Day,"56 Bluefin Tuna, 1 Yellowfin Tuna",2020-07-12
6,"Outrider  Fisherman's Landing  San Diego, CA",11 Anglers2 Day,"8 Bluefin Tuna, 31 Yellowtail, 4 Yellowfin Tuna",2020-07-12
7,"Pacific Queen  Fisherman's Landing  San Diego, CA",34 AnglersOvernight,68 Bluefin Tuna,2020-07-12
8,"Pegasus  Fisherman's Landing  San Diego, CA",14 Anglers2 Day,"56 Bluefin Tuna, 2 Yellowtail, 12 Yellowfin Tuna",2020-07-12
9,"Tomahawk  Fisherman's Landing  San Diego, CA",11 Anglers2 Day,"31 Bluefin Tuna, 19 Yellowtail",2020-07-12
0,"Constitution  H&M Landing  San Diego, CA",25 Anglers1.5 DayOffshore,21 Bluefin Tuna,2020-07-12
1,"Daiwa Pacific  H&M Landing  San Diego, CA",19 AnglersOvernightOffshore,"17 Bluefin Tuna, 3 Yellowfin Tuna",2020-07-12
2,"Excalibur  H&M Landing  San Diego, CA",26 Anglers2.5 DayOffshore,"25 Bluefin Tuna, 6 Yellowtail, 5 Yellowfin Tuna",2020-07-12
3,"Grande  H&M Landing  San Diego, CA",35 AnglersFull DayOffshore,"20 Bluefin Tuna, 11 Bonito, 1 Yellowfin Tuna",2020-07-12
4,"Legend  H&M Landing  San Diego, CA",30 AnglersFull Day,7 Bluefin Tuna,2020-07-12
5,"Malihini  H&M Landing  San Diego, CA",28 AnglersFull DayOffshore,"2 Bluefin Tuna, 5 Yellowtail",2020-07-12
6,"Ocean Odyssey  H&M Landing  San Diego, CA",30 Anglers1.5 DayOffshore,"31 Bluefin Tuna, 1 Yellowtail, 2 Yellowfin Tuna",2020-07-12
7,"Old Glory  H&M Landing  San Diego, CA",28 AnglersOvernightOffshore,"15 Bluefin Tuna, 1 Bonito, 4 Yellowfin Tuna",2020-07-12
8,"Poseidon  H&M Landing  San Diego, CA",17 Anglers1.75 DayOffshore,"19 Bluefin Tuna, 3 Yellowtail",2020-07-12
9,"Premier  H&M Landing  San Diego, CA",28 Anglers1/2 Day TwilightLocal,,2020-07-12
10,"Premier  H&M Landing  San Diego, CA",34 Anglers1/2 Day AMLocal,"4 Barracuda, 80 Calico Bass, 4 Rockfish",2020-07-12
11,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day PM,52 Calico Bass,2020-07-12
12,"Producer  H&M Landing  San Diego, CA",21 AnglersOvernightOffshore,"35 Bluefin Tuna, 1 Yellowtail",2020-07-12
13,"Relentless  H&M Landing  San Diego, CA",18 Anglers1.5 DayOffshore,"19 Bluefin Tuna, 3 Yellowtail",2020-07-12
14,"Sea Adventure 80  H&M Landing  San Diego, CA",27 Anglers1.5 Day,"29 Bluefin Tuna, 10 Yellowtail, 4 Yellowfin Tuna",2020-07-12
15,"Top Gun 80  H&M Landing  San Diego, CA",17 Anglers1.5 DayOffshore,"34 Bluefin Tuna, 6 Yellowtail, 1 Dorado",2020-07-12
16,"Vendetta  H&M Landing  San Diego, CA",9 AnglersFull DayCoronado Islands,"7 Barracuda, 1 Sheephead, 16 Yellowtail, 45 Calico Bass, 2 Whitefish",2020-07-12
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",29 Anglers1.5 Day,"21 Bluefin Tuna, 5 Yellowtail",2020-07-12
1,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",35 Anglers1/2 Day AM,"2 Sand Bass, 1 Barracuda, 15 Calico Bass, 1 Whitefish, 14 Sand Bass Released, 43 Barracuda Released, 75 Calico Bass Released",2020-07-12
2,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",22 Anglers3/4 Day,"1 Sand Bass, 10 Whitefish, 72 Rockfish, 4 Sanddab, 63 Red Rockfish",2020-07-12
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 Day,"2 Sand Bass, 4 Sheephead, 12 Calico Bass, 2 Whitefish, 20 Mackerel, 12 Rockfish, 8 Sand Bass Released, 5 Sheephead Released, 70 Calico Bass Released",2020-07-12
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",21 Anglers1/2 Day AM,"3 Barracuda, 30 Calico Bass, 201 Calico Bass Released",2020-07-12
2,"Chubasco II  Oceanside Sea Center  Oceanside, CA",21 Anglers1/2 Day PM,"9 Sheephead, 19 Calico Bass, 1 Black Seabass Released, 100 Calico Bass Released",2020-07-12
3,"Sea Star  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AM,"2 Sand Bass, 2 Sheephead, 10 Calico Bass, 1 Whitefish, 4 Sculpin Released, 2 Sheephead Released, 85 Calico Bass Released",2020-07-12
0,"El Capitan  Point Loma Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,12 Calico Bass,2020-07-12
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",23 Anglers1/2 Day PM,59 Calico Bass,2020-07-12
2,"Game Changer  Point Loma Sportfishing  San Diego, CA",6 Anglers1.5 Day,"3 Bluefin Tuna, 7 Yellowtail",2020-07-12
3,"Mission Belle  Point Loma Sportfishing  San Diego, CA",24 AnglersFull Day,"27 Bluefin Tuna, 4 Bonito, 6 Yellowfin Tuna",2020-07-12
4,"New Lo-An  Point Loma Sportfishing  San Diego, CA",25 Anglers1.5 Day,"50 Bluefin Tuna, 3 Yellowtail",2020-07-12
5,"Point Loma  Point Loma Sportfishing  San Diego, CA",16 Anglers3/4 Day,"80 Calico Bass, 35 Rockfish",2020-07-12
6,"T-Bird  Point Loma Sportfishing  San Diego, CA",15 Anglers1.5 Day,"30 Bluefin Tuna, 6 Yellowtail, 1 Yellowfin Tuna",2020-07-12
0,"Aztec  Seaforth Sportfishing  San Diego, CA",26 Anglers2 Day,"104 Bluefin Tuna, 26 Yellowtail, 1 Yellowfin Tuna",2020-07-12
1,"Cortez  Seaforth Sportfishing  San Diego, CA",15 Anglers2.5 Day,"18 Bluefin Tuna, 2 Yellowfin Tuna",2020-07-12
2,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 Anglers1/2 Day AM,"12 Calico Bass, 40 Vermilion Rockfish",2020-07-12
3,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 Anglers1/2 Day PM,"2 Yellowtail, 20 Calico Bass",2020-07-12
4,"New Seaforth  Seaforth Sportfishing  San Diego, CA",35 Anglers1/2 Day AM,"25 Barracuda, 4 Sculpin, 23 Calico Bass, 19 Rockfish",2020-07-12
